wl	n	k
31.194186937370578	74.14202738516866	24.413556168307387
15.577523715274141	57.11218334551957	38.87595640614187
10.389361005082419	40.11682775827702	42.46106297994982
7.788761857637071	27.69233664994511	40.20538656864144
6.232573494514805	19.597623491628106	36.187385184890246
5.1946805025412095	14.391827653381304	32.152782200062106
4.451518967756719	10.952664051963495	28.595563464201458
3.895602887064164	8.597135955495196	25.57216742157904
3.4621546015263496	6.926889399670075	23.019120242860318
3.1162867472574023	5.705924034638554	20.853423438108813
2.8326001371374603	4.7899238579339745	19.000322906856216
2.5967969883023403	4.087576548277544	17.398683342081622
2.397236223416391	3.539228232783426	16.000013640110787
2.2257594838783596	3.104766363800343	14.766119130421032
2.0775244981716012	2.756568886532376	13.666772553393809
1.9474959060507433	2.4752266432130092	12.677828951964589
1.8330557214046197	2.246902828947577	11.779748398108195
1.7313187004704351	2.0616794832729184	10.956455735854934
1.6400642537745693	1.9124944426387878	10.194460995713518
1.5581433736287011	1.794474576295582	9.482190622686892
1.4838396559189064	1.7045512965433807	8.80941514077681
1.416461654429377	1.6413396728435214	8.166773899260962
1.3549368548590515	1.6051966139429024	7.5453996692961045
1.2983984941511701	1.5986427499932603	6.936509110648238
1.2465146989029607	1.6272144317992079	6.331218429896067
1.19850240381055	1.7011458346502717	5.7205853853209785
1.1541588176139712	1.8383371758911942	5.096997505616774
1.1129795070437913	2.06890080331345	4.459131141147459
1.074544434920676	2.436957505456926	3.826246448335868
1.0387622490858006	2.9809165717906647	3.2606078586631986
1.0052049551512825	3.6825815227296053	2.8527542255773626
0.9738243314043055	4.471103567740372	2.6494465673911383
0.9442718589194927	5.296130673279034	2.648433519733322
0.9165278607023098	6.1437458852163145	2.8563111703931
0.8903676420735434	7.002649564293669	3.323206421560706
0.8655989961007801	7.8085517159064874	4.153875287004431
0.8422282342496091	8.345270745954354	5.461386620930763
0.8200321268872847	8.200299248077034	7.13986748882728
0.7990273137516726	7.10957971860115	8.627422777118598
0.7790716868143506	5.455239267986392	9.272498879535155
0.7600420202677374	3.9735757311936615	9.080209473989642
0.7419641666810189	2.9458927159169526	8.510051932490926
0.7246840066001335	2.283800136244984	7.864282743029564
0.7082308272146886	1.8557032038045915	7.2487884767463475
0.6925081660572004	1.572719539023029	6.6859664034771225
0.6774314618362792	1.3827356573901162	6.1722571153685815
0.6630326515927097	1.2559200256914897	5.697695596548916
0.6491992470755851	1.17536178556234	5.251702136161217
0.6359638562172673	1.1320730582741307	4.824467785079525
0.6232260630025345	1.1226249010812392	4.406992928123174
0.61101857380154	1.148382131505427	3.9909624804000536
0.5992801274833948	1.2162673591009354	3.569034363635963
0.587956355421173	1.340800080121374	3.1367092397692016
0.5770794088069856	1.5462889917882823	2.6988163416812236
0.5665717337230635	1.8609877341970948	2.2833036037356127
0.5564648111278513	2.28833228138905	1.9456527516613065
0.5467121582224443	2.787176335358362	1.7286850275228478
0.537272217460338	3.313137985305718	1.6330288759466665
0.5281752063759674	3.849488229363096	1.6470760844614996
0.519359397660468	4.396115985379533	1.7748621796943742
0.5108540674432576	4.9499453679440535	2.04625490729547
0.5026228250303021	5.477435570265047	2.5207142690921502
0.49463292434555733	5.86462982800557	3.264886371611214
0.48691216570215273	5.880942041387524	4.2444645474028
0.4794102174411511	5.320816823825954	5.154133455073637
0.4721538848097923	4.372000482949067	5.536378619901901
0.4651139400244817	3.5453859204677	5.331281396160833
0.4582639303511549	3.1124331863391594	4.847622132491902
0.45162918883497594	3.0760041225425554	4.3889408018220974
0.44516785833387684	3.2895320241511	4.1949280015175034
0.4389043165084134	3.443570903269364	4.355086746075603
0.43279949805039003	3.251438341055439	4.6439908791561315
0.4268768532895575	2.775684738426126	4.684807975481141
0.42111411712480457	2.343374493611971	4.385385275812282
0.4154909943132254	2.126759944860987	3.907775308671816
0.41002960471196176	2.1413116313465776	3.388320454523176
0.4046967338507559	2.377594792716647	2.920009759975695
0.3995136568758363	2.801508328529034	2.6065780085808945
0.39446166362945567	3.310897403211697	2.536698960183088
