wl	n	k
22.052018474375647	4.262767040323816	0.0011586881717593057
11.035810134287546	4.263732741746128	0.002316851261109224
7.355027488787612	4.26537420416605	0.003482273990661388
5.517905067143773	4.267646194456323	0.004664181867953666
4.413539424483999	4.2705921442216	0.005852233346224381
3.6786033780958487	4.274210693229917	0.007063897342498574
3.1526882684290225	4.278526469446073	0.008290186156012583
2.7589525335718865	4.283519371202153	0.009529095625354748
2.452160063415661	4.2892216858291325	0.010815870914269464
2.2071620268575094	4.295658234187982	0.012141341078949961
2.0063488043105187	4.302832583574826	0.013494978006849491
1.8393016890479243	4.310776881665922	0.014884080026059919
1.697700861626349	4.319539176778	0.016335008469028682
1.5765443048982208	4.329096669419267	0.017828843650507176
1.471354159880717	4.339530372558774	0.019398270844902598
1.3794762667859433	4.35085178222002	0.021041742535231233
1.2982627210157367	4.3631138498572035	0.022757401278001275
1.2262011260319494	4.376360327121711	0.02456091499294369
1.1616098803399597	4.390650000027948	0.026466101794727012
1.1035810134287547	4.40601602197396	0.028487913665106473
1.0509850504591118	4.422557244543203	0.030622973341663376
1.0032554667534133	4.440319791618013	0.032918726330956806
0.9595985779157125	4.459423768588763	0.03539567973704116
0.9196508445239622	4.4799529359650325	0.03805650636105506
0.882833421110253	4.502004247431422	0.04092819205205262
0.8489084718682729	4.525738542063844	0.044070035430007024
0.8174405057330452	4.5512789243329514	0.04751475870721031
0.7882721524491104	4.5788414527593035	0.05134012513023715
0.7610670263638503	4.608603460109129	0.05557333814619735
0.7357206756191697	4.640831034059039	0.060367038036511445
0.7119673357651961	4.67582983222025	0.0657941655989866
0.6897381333929716	4.713988841622592	0.07206415770232127
0.6688189625100193	4.755768177937844	0.07942355133146785
0.6491653020169145	4.801773515512057	0.08826338134129803
0.6306017066778489	4.85277335650828	0.09920592181941294
0.6131005630159747	4.909798636773535	0.11331778095956055
0.5965159468156194	4.974034531013073	0.13257858168220138
0.5808321123309235	5.046434982519498	0.16098086984383292
0.5659260826453408	5.124986902305858	0.20651928691650742
0.5517905067143773	5.193904321604069	0.27911092386608943
0.5383205307667471	5.218516317718265	0.3551099505678782
0.525514768299407	5.235421025094141	0.3742753005090049
0.5132828841191289	5.305985316850312	0.37506266527192966
0.5016277333767066	5.4175935749921305	0.40434370192945557
0.4904707621014297	5.534690581247762	0.47377318912610666
