wl	n	k
22.052018474375647	2.9975324344514185	0.0008340193322445091
11.035810134287546	2.998233276623482	0.0016676487580977784
7.355027488787612	2.9994176661596628	0.0025171552748894234
5.517905067143773	3.001068364162316	0.00336546815153149
4.413539424483999	3.003201272463325	0.004228820797456226
3.6786033780958487	3.0058153767444464	0.0051067674078345265
3.1526882684290225	3.008926018819315	0.005982200920636951
2.7589525335718865	3.012531733125344	0.006887894249169145
2.452160063415661	3.0166639194048233	0.007823211544428839
2.2071620268575094	3.021303846235409	0.008771047649854858
2.0063488043105187	3.026498803670988	0.0097472366300756
1.8393016890479243	3.0322460225256465	0.010767595952813567
1.697700861626349	3.038575256310604	0.011814747693170162
1.5765443048982208	3.045482900787633	0.012887939705682621
1.471354159880717	3.0530307119881215	0.014018856682962955
1.3794762667859433	3.0612140131255416	0.0152063853753496
1.2982627210157367	3.070076639583444	0.016449100764735946
1.2262011260319494	3.079645256284843	0.017745550364433316
1.1616098803399597	3.0899782874944823	0.01912634798735258
1.1035810134287547	3.101084315282518	0.020589572390964934
1.0509850504591118	3.113035473314187	0.02213273847683885
1.0032554667534133	3.1258703978363798	0.02378537512350242
0.9595985779157125	3.1396740774274203	0.02555997788973351
0.9196508445239622	3.1544975083878586	0.02746871721077778
0.882833421110253	3.170421507052266	0.02953865906841741
0.8489084718682729	3.187555639562978	0.03179552342303933
0.8174405057330452	3.2059745731359817	0.0342485560927525
0.7882721524491104	3.225843543110787	0.036967074939109765
0.7610670263638503	3.247259851490067	0.03995676537572862
0.7357206756191697	3.270439717879021	0.043312218606453484
0.7119673357651961	3.2955601017751484	0.047078492034308965
0.6897381333929716	3.322881360195893	0.051386125922337676
0.6688189625100193	3.3526963508097953	0.05632779716373449
0.6491653020169145	3.385389029483827	0.06211989173725073
0.6306017066778489	3.4214122683068733	0.06900659186472169
0.6131005630159747	3.4614003585550326	0.07741086619401281
0.5965159468156194	3.5061288504609847	0.0879745192363467
0.5808321123309235	3.5565681578784556	0.10186786360256823
0.5659260826453408	3.6138344900931307	0.12124240919199299
0.5517905067143773	3.67820713153541	0.15035857966191823
0.5383205307667471	3.744943870270914	0.19597089447081845
0.525514768299407	3.7988829829260604	0.2555619650206244
0.5132828841191289	3.842008016025215	0.3069618790697118
0.5016277333767066	3.8989662217278838	0.35529930787296865
0.4904707621014297	3.9524877769275903	0.41672488138099867
0.4798178319255455	4.017768175672671	0.4555887547428091
0.469600060559554	4.144705516805243	0.5146686516933149
0.4598254222619811	4.3051670359295615	0.6607292995278204
0.45043305884967133	4.4334672257156	0.9218631359884056
0.4414324053715018	4.43484092986807	1.2809816834104575
0.4327693251907937	4.242618149767572	1.6248103780863832
0.42445423593413645	3.904821424052038	1.806164542265124
0.41643868114827387	3.614779249805139	1.775198305773697
